epa_rain_zone,state,location_code,station_name,jurisdiction_county,jurisdiction_city,primary_landuse,secondary_landuse,percent_impervious,start_date,days since last rain,precipitation_depth_(in),season,fraction,units,res,qual,drainage_area_acres,latitude,longitude,station,parameter
1,MI,MIAAPNTA,PITAARETBNNINLT_Pitt_AA_RB_N_PNI,Washtenaw_County,Ann_Arbor,Residential,Open Space,26.23,1980-08-10,,,summer,Total,mg/L,48.0,=,2871.0,42.24079167,83.711425,outflow,Total Suspended Solids
1,MI,MIAAPNTA,PITAARETBNNINLT_Pitt_AA_RB_N_PNI,Washtenaw_County,Ann_Arbor,Residential,Open Space,26.23,1980-09-09,,,summer,Total,mg/L,65.0,=,2871.0,42.24079167,83.711425,outflow,Total Suspended Solids
1,MI,MIAAPNTA,PITAARETBNNINLT_Pitt_AA_RB_N_PNI,Washtenaw_County,Ann_Arbor,Residential,Open Space,26.23,1980-09-17,,,summer,Total,mg/L,44.0,=,2871.0,42.24079167,83.711425,outflow,Total Suspended Solids
1,MI,MIAAPNTA,PITAARETBNNINLT_Pitt_AA_RB_N_PNI,Washtenaw_County,Ann_Arbor,Residential,Open Space,26.23,1980-10-24,,,autumn,Total,mg/L,41.0,=,2871.0,42.24079167,83.711425,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-04-03,,,spring,Total,mg/L,320.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-04-24,,,spring,Total,mg/L,81.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-05-30,,,spring,Total,mg/L,370.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-06-01,,,spring,Total,mg/L,100.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-06-05,,,spring,Total,mg/L,180.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-07-05,,,summer,Total,mg/L,400.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-07-16,,,summer,Total,mg/L,200.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-08-02,,,summer,Total,mg/L,67.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-08-10,,,summer,Total,mg/L,160.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-09-09,,,summer,Total,mg/L,180.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-09-22,,,autumn,Total,mg/L,90.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-10-14,,,autumn,Total,mg/L,160.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-10-17,,,autumn,Total,mg/L,5.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1980-10-24,,,autumn,Total,mg/L,74.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-05-10,,,spring,Total,mg/L,50.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-08-26,,,summer,Total,mg/L,110.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-08-27,,,summer,Total,mg/L,120.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-09-03,,,summer,Total,mg/L,30.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-09-16,,,summer,Total,mg/L,90.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-09-26,,,autumn,Total,mg/L,32.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-09-26,,,autumn,Total,mg/L,160.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-10-17,,,autumn,Total,mg/L,31.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI01,MI1001_Grand_River,Ingham_County,Lansing,Residential,Open Space,37.0,1981-11-19,,,autumn,Total,mg/L,160.0,=,452.6,42.74847222,84.58566111,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-04-03,,,spring,Total,mg/L,130.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-04-24,,,spring,Total,mg/L,36.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-04-27,,,spring,Total,mg/L,32.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-04-28,,,spring,Total,mg/L,21.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-05-30,,,spring,Total,mg/L,220.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-06-01,,,spring,Total,mg/L,19.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-06-05,,,spring,Total,mg/L,54.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-07-05,,,summer,Total,mg/L,100.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-07-16,,,summer,Total,mg/L,97.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-08-02,,,summer,Total,mg/L,29.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-08-10,,,summer,Total,mg/L,60.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-09-09,,,summer,Total,mg/L,70.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-09-22,,,autumn,Total,mg/L,6.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-10-14,,,autumn,Total,mg/L,74.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-10-16,,,autumn,Total,mg/L,9.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-10-17,,,autumn,Total,mg/L,32.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1980-10-24,,,autumn,Total,mg/L,11.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-03-30,,,spring,Total,mg/L,260.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-04-04,,,spring,Total,mg/L,510.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-04-08,,,spring,Total,mg/L,240.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-04-10,,,spring,Total,mg/L,80.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-04-11,,,spring,Total,mg/L,43.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-04-22,,,spring,Total,mg/L,53.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-04-28,,,spring,Total,mg/L,16.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-05-10,,,spring,Total,mg/L,23.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-06-07,,,spring,Total,mg/L,170.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-06-13,,,spring,Total,mg/L,40.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-06-21,,,spring,Total,mg/L,44.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-08-26,,,summer,Total,mg/L,52.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-08-27,,,summer,Total,mg/L,52.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-08-29,,,summer,Total,mg/L,72.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-09-03,,,summer,Total,mg/L,17.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-09-16,,,summer,Total,mg/L,49.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-09-26,,,autumn,Total,mg/L,130.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAMI06,GCO_MI006_Waverly_Hills,Ingham_County,Lansing,Residential,Commercial,67.66,1981-10-17,,,autumn,Total,mg/L,73.0,=,30.3,42.74059722,84.59915278,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-04-03,,,spring,Total,mg/L,330.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-06-01,,,spring,Total,mg/L,110.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-07-16,,,summer,Total,mg/L,230.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-08-02,,,summer,Total,mg/L,43.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-08-10,,,summer,Total,mg/L,210.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-09-22,,,autumn,Total,mg/L,68.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-10-14,,,autumn,Total,mg/L,150.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-10-17,,,autumn,Total,mg/L,130.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1980-10-24,,,autumn,Total,mg/L,60.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-04-11,,,spring,Total,mg/L,110.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-04-22,,,spring,Total,mg/L,270.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-06-07,,,spring,Total,mg/L,690.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-06-13,,,spring,Total,mg/L,200.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-06-21,,,spring,Total,mg/L,53.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-07-27,,,summer,Total,mg/L,120.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-08-26,,,summer,Total,mg/L,76.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-08-29,,,summer,Total,mg/L,260.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-09-03,,,summer,Total,mg/L,48.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-09-16,,,summer,Total,mg/L,120.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-09-26,,,autumn,Total,mg/L,47.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-09-26,,,autumn,Total,mg/L,340.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-10-17,,,autumn,Total,mg/L,92.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP08,Upsized_Pipe_1_Inlet_MI008_Grace_St_N_Inlet,Ingham_County,Lansing,Residential,Open Space,23.77,1981-11-19,,,autumn,Total,mg/L,180.0,=,163.9,42.74082222,84.58874167,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-05-30,,,spring,Total,mg/L,320.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-06-05,,,spring,Total,mg/L,170.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-08-02,,,summer,Total,mg/L,49.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-08-10,,,summer,Total,mg/L,300.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-09-09,,,summer,Total,mg/L,160.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-09-16,,,summer,Total,mg/L,230.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-10-14,,,autumn,Total,mg/L,120.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-10-17,,,autumn,Total,mg/L,120.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1980-10-24,,,autumn,Total,mg/L,46.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-03-26,,,spring,Total,mg/L,320.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-04-08,,,spring,Total,mg/L,665.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-04-28,,,spring,Total,mg/L,56.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-06-13,,,spring,Total,mg/L,100.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-07-27,,,summer,Total,mg/L,110.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-08-27,,,summer,Total,mg/L,290.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-08-29,,,summer,Total,mg/L,290.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-09-03,,,summer,Total,mg/L,35.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-09-16,,,summer,Total,mg/L,67.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-09-26,,,autumn,Total,mg/L,70.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MI,MILAUP10,Upsized_Pipe_2_Inlet_MI010_Grace_St_S_Inlet,Ingham_County,Lansing,Residential,Institutional,36.66,1981-11-19,,,autumn,Total,mg/L,150.0,=,74.9,42.73746389,84.58875278,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2001-01-30,>8hrs,,winter,Total,mg/L,256.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2001-03-09,>8hrs,,winter,Total,mg/L,370.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2001-03-15,>8hrs,,winter,Total,mg/L,129.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2001-04-10,>8hrs,1.72,spring,Total,mg/L,105.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-03-13,>8hrs,,winter,Total,mg/L,100.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-04-05,>8hrs,,spring,Total,mg/L,70.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-05-07,>8hrs,1.46,spring,Total,mg/L,93.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-05-08,>8hrs,1.46,spring,Total,mg/L,200.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-06-06,>8hrs,0.63,spring,Total,mg/L,44.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-07-24,>8hrs,1.06,summer,Total,mg/L,107.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-08-16,>8hrs,1.92,summer,Total,mg/L,88.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-08-20,>8hrs,2.52,summer,Total,mg/L,57.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
1,MN,MNMIHAPK,Site1_Harriet_Pkwy_44th_St,Hennepin_County,Minneapolis,Residential,,,2002-09-25,>8hrs,0.85,autumn,Total,mg/L,51.0,=,143.0,44.92255833,93.29663889,outflow,Total Suspended Solids
